Irradiance,AmbientTemp,rload,cload,Inductor,Capacitor,k_sc,VoltageRipple_pp,VoltageRipple_rms,CurrentRipple_pp,CurrentRipple_rms,TimeDelay,Efficiency
600,20,0.005,0.001,0.0007,3e-05,12,0.002259698,0.000671073,1.78558068,0.571835789,0.212852774,92.81784502
900,30,0.005,0.002,0.001,4e-05,10,0.001602298,0.000450199,1.232591742,0.399022031,0.5724306,92.20216579
600,25,0.001,0.005,0.0007,4e-05,8,0.002075105,0.000585356,1.67795704,0.551289399,0.353627144,91.81113064
900,25,0.002,0.002,0.0007,4e-05,10,0.002236382,0.000642261,1.760957707,0.570091705,0.5724306,92.15695652
700,25,0.002,0.005,0.0007,3e-05,8,0.002086867,0.000586444,1.68148241,0.552251656,0.351402273,91.92775132
400,35,0.005,0.001,0.001,3e-05,10,0.001537727,0.000444555,1.219199552,0.394749974,0.5724306,93.29769604
900,35,0.005,0.005,0.0007,3e-05,2,0.002314602,0.001109927,1.850094123,0.924977189,0.813451123,88.24002272
600,35,0.005,0.002,0.0007,4e-05,2,0.002267884,0.001098947,1.832251259,0.916072112,0.813451123,88.10822092
800,20,0.005,0.005,0.001,3e-05,4,0.001005994,0.000336852,0.835487445,0.312316879,0.893443325,1.429025461
900,15,0.002,0.005,0.001,4e-05,32,0.001823642,0.000523837,1.371881682,0.417861382,0.158745588,91.7112823
800,35,0.005,0.002,0.0007,4e-05,16,0.002343536,0.000702412,1.823686606,0.574844197,0.145569106,92.03483942
800,15,0.002,0.002,0.001,4e-05,8,0.001489806,0.000411527,1.178869843,0.387144665,0.353627144,92.38933823
500,25,0.001,0.005,0.001,3e-05,8,0.001460047,0.000409062,1.172552885,0.385188513,0.351402273,92.22253051
600,30,0.005,0.002,0.0007,3e-05,4,0.001458691,0.000488188,1.211407744,0.450924219,0.893443325,4.071684994
1000,25,0.001,0.005,0.0007,3e-05,16,0.002371761,0.000706191,1.832077811,0.577446477,0.143697039,91.38720528
400,25,0.002,0.001,0.001,3e-05,2,0.001579752,0.000764844,1.27518492,0.637557638,0.813451123,88.83128678
800,35,0.001,0.002,0.001,3e-05,8,0.00149063,0.00041159,1.179281492,0.387182237,0.353627144,92.40924993
800,20,0.001,0.005,0.001,4e-05,8,0.001490109,0.000411482,1.178477944,0.387115885,0.353627144,92.42915114
600,40,0.002,0.001,0.0007,3e-05,10,0.002201492,0.000638517,1.751708058,0.566886673,0.5724306,92.7714121
800,25,0.002,0.005,0.0007,3e-05,4,0.001442006,0.000482844,1.197616917,0.447651685,0.893443325,2.103435169
1000,25,0.001,0.002,0.001,4e-05,32,0.001836512,0.000525289,1.375342562,0.418788498,0.158745588,91.38504496
700,25,0.005,0.002,0.0007,4e-05,2,0.002282615,0.001101783,1.836812925,0.918349057,0.813451123,88.23806144
500,15,0.005,0.005,0.0007,4e-05,16,0.002282671,0.00069594,1.807450703,0.570027189,0.143697039,93.35219872
1000,25,0.001,0.001,0.0007,3e-05,8,0.002077626,0.000586524,1.682890574,0.55233578,0.353627144,39.29695159
1000,35,0.001,0.005,0.0007,4e-05,12,0.002311559,0.000676824,1.799329516,0.576647952,0.212852774,91.70323979
900,15,0.002,0.005,0.0007,3e-05,10,0.002236062,0.00064208,1.760643131,0.570044048,0.5724306,92.15934689
400,15,0.002,0.002,0.0007,3e-05,16,0.002420522,0.000757533,1.975423383,0.626145039,0.374476293,93.84120472
900,20,0.002,0.005,0.001,4e-05,32,0.001823642,0.000523837,1.371881682,0.417861382,0.158745588,91.7112823
400,35,0.002,0.005,0.0007,3e-05,4,0.001443899,0.000483395,1.199148328,0.447965241,0.893443325,35.11224879
1000,35,0.002,0.005,0.001,3e-05,2,0.001661829,0.000780088,1.299438332,0.649653946,0.813451123,88.96639661
900,40,0.001,0.005,0.001,3e-05,8,0.00148199,0.000411311,1.179544183,0.387127577,0.351402273,73.8256074
700,40,0.002,0.005,0.0007,4e-05,10,0.002212973,0.000639437,1.753374863,0.567943257,0.5724306,92.56301509
500,25,0.005,0.005,0.0007,3e-05,16,0.002283276,0.000696001,1.807953961,0.570035268,0.143697039,93.35240382
500,40,0.002,0.002,0.0007,3e-05,2,0.002252727,0.001096339,1.82807407,0.913986325,0.813451123,87.74476892
400,40,0.001,0.001,0.0007,4e-05,12,0.002216374,0.000666618,1.774068687,0.568535958,0.212852774,93.5639566
700,25,0.002,0.002,0.0007,4e-05,32,0.00249453,0.000742681,1.95024986,0.594024055,0.158745588,92.54315021
1000,30,0.001,0.005,0.001,3e-05,12,0.001664474,0.000474801,1.25992306,0.403653617,0.212852774,91.71995959
500,25,0.005,0.005,0.001,4e-05,16,0.00163198,0.000487717,1.265071159,0.3990131,0.143697039,93.31059803
700,15,0.005,0.002,0.0007,3e-05,16,0.002326597,0.000700419,1.819291375,0.573370146,0.145569106,92.45082049
400,35,0.005,0.005,0.001,3e-05,10,0.001536742,0.000444303,1.218353732,0.394678016,0.5724306,93.30137242
400,35,0.005,0.002,0.001,4e-05,2,0.001582118,0.000766019,1.277146229,0.638538287,0.813451123,88.94171133
1000,25,0.002,0.002,0.001,4e-05,12,0.001664651,0.00047496,1.260204907,0.40367696,0.212852774,91.69782751
800,40,0.005,0.001,0.0007,4e-05,10,0.002227083,0.000641383,1.758940563,0.569176857,0.5724306,92.30050053
600,25,0.005,0.005,0.001,4e-05,16,0.001652591,0.000489532,1.268932316,0.400202921,0.143697039,92.85706386
500,20,0.005,0.001,0.001,4e-05,4,0.001023823,0.000342589,0.850219571,0.315805266,0.893443325,8.045103789
600,35,0.001,0.001,0.001,4e-05,16,0.00173926,0.000532766,1.388491908,0.44006508,0.374476293,93.74038778
600,30,0.002,0.005,0.001,3e-05,16,0.0016531,0.000489579,1.269290055,0.40021317,0.143697039,92.90741122
800,35,0.002,0.001,0.001,3e-05,32,0.001810346,0.000522518,1.369623324,0.41690861,0.158745588,92.09389665
600,30,0.005,0.002,0.001,4e-05,32,0.001843947,0.00054555,1.432458255,0.43679765,0.068000629,93.16775748
400,15,0.002,0.001,0.001,4e-05,32,0.001803844,0.000542243,1.424769142,0.43448756,0.068000629,93.88389383
1000,30,0.002,0.002,0.0007,3e-05,8,0.002077501,0.000586423,1.682481346,0.552308759,0.351402273,39.89520718
700,20,0.001,0.005,0.0007,4e-05,32,0.002494145,0.000742596,1.949879099,0.594002393,0.158745588,92.56087825
700,30,0.001,0.001,0.001,4e-05,16,0.001672293,0.000491653,1.273816363,0.401393312,0.143697039,92.4929055
700,25,0.005,0.001,0.001,3e-05,10,0.001583591,0.000448519,1.228965505,0.397648704,0.5724306,92.62430255
1000,15,0.001,0.001,0.0007,3e-05,4,0.001401988,0.000470709,1.164505866,0.439896814,0.893443325,1.435555397
800,15,0.001,0.001,0.001,4e-05,32,0.001809988,0.000522496,1.369280727,0.416910345,0.158745588,92.11448558
700,35,0.002,0.005,0.001,4e-05,4,0.001015473,0.000339871,0.84332223,0.314130472,0.893443325,1.857091524
800,15,0.002,0.001,0.0007,3e-05,12,0.002291738,0.00067476,1.79484351,0.574589741,0.212852774,92.22092498
900,30,0.005,0.002,0.001,4e-05,32,0.001823736,0.000523883,1.372161196,0.417862738,0.158745588,91.64672
800,30,0.001,0.005,0.001,3e-05,12,0.001644074,0.000472606,1.254797559,0.40210437,0.212852774,92.2647907
700,15,0.005,0.005,0.0007,4e-05,12,0.002273843,0.000672251,1.787865453,0.573115372,0.212852774,92.48641417
400,30,0.001,0.005,0.001,4e-05,16,0.001708798,0.00053023,1.382155244,0.438279153,0.374476293,93.8505559
600,40,0.005,0.002,0.0007,4e-05,4,0.001458151,0.000488024,1.210957241,0.450730575,0.893443325,4.072466407
600,20,0.002,0.005,0.0007,4e-05,12,0.00225715,0.000670412,1.783287773,0.571705278,0.212852774,92.86839876
600,15,0.005,0.005,0.0007,4e-05,16,0.002305246,0.00069828,1.812945672,0.571727442,0.143697039,92.89200311
1000,35,0.002,0.005,0.0007,3e-05,2,0.002326977,0.001112775,1.854711841,0.927276272,0.813451123,88.1221373
1000,25,0.001,0.005,0.001,3e-05,10,0.00161056,0.000450952,1.234514268,0.399642827,0.5724306,92.08129712
800,25,0.005,0.005,0.0007,4e-05,12,0.002288254,0.000673923,1.792039667,0.574402384,0.212852774,92.17294378
800,35,0.002,0.002,0.001,3e-05,2,0.001636724,0.000774503,1.290472515,0.645187831,0.813451123,89.31856752
1000,30,0.002,0.001,0.0007,4e-05,10,0.002247049,0.000643805,1.765363434,0.57108481,0.5724306,91.9692598
400,35,0.002,0.001,0.001,3e-05,8,0.001446851,0.000408211,1.170460982,0.384432749,0.353627144,91.78495746
700,40,0.002,0.002,0.001,4e-05,8,0.001481682,0.000410752,1.176901784,0.386565799,0.351402273,92.42847275
400,20,0.001,0.002,0.001,3e-05,4,0.001012126,0.000338769,0.840536258,0.313495221,0.893443325,34.763004
600,25,0.001,0.005,0.001,3e-05,4,0.001024116,0.000342661,0.850470855,0.315930882,0.893443325,2.871886361
700,40,0.005,0.002,0.001,3e-05,8,0.001481887,0.00041078,1.17726553,0.386578665,0.351402273,92.39460336
400,15,0.002,0.001,0.001,4e-05,4,0.001011567,0.000338602,0.840071392,0.313331002,0.893443325,34.73683319
800,40,0.005,0.002,0.001,4e-05,10,0.001593058,0.000449268,1.230307028,0.398336897,0.5724306,92.40848712
500,25,0.002,0.001,0.0007,4e-05,32,0.0025607,0.000776635,2.041432939,0.622464958,0.068000629,93.59753368
600,25,0.002,0.001,0.001,4e-05,12,0.001616658,0.000470241,1.24941819,0.40026632,0.212852774,92.88776368
900,30,0.002,0.001,0.0007,3e-05,12,0.002304279,0.000676328,1.798820396,0.57576141,0.212852774,91.9359358
700,15,0.005,0.005,0.0007,3e-05,16,0.002325816,0.000700196,1.818620093,0.573328361,0.145569106,92.45114655
500,20,0.005,0.001,0.0007,3e-05,10,0.00218446,0.000636755,1.747068326,0.565489735,0.5724306,92.94415904
900,40,0.005,0.001,0.001,3e-05,8,0.0014788,0.000411167,1.17946019,0.386989997,0.351402273,61.21021076
700,35,0.001,0.005,0.0007,4e-05,32,0.002494145,0.000742596,1.949879099,0.594002393,0.158745588,92.56087825
600,30,0.002,0.005,0.001,4e-05,32,0.001843974,0.000545522,1.432293926,0.43679905,0.068000629,93.20721556
500,35,0.002,0.005,0.0007,3e-05,8,0.002062833,0.000584229,1.675237566,0.550289105,0.353627144,91.51959648
900,20,0.001,0.005,0.0007,4e-05,16,0.002358093,0.000704418,1.827449141,0.576186466,0.143697039,91.73730505
700,40,0.005,0.001,0.001,3e-05,16,0.001672542,0.000491405,1.27415018,0.401389787,0.145569106,92.4176173
1000,25,0.001,0.002,0.0007,4e-05,4,0.001412156,0.000473682,1.172923492,0.441803904,0.893443325,1.466428591
900,40,0.001,0.002,0.001,3e-05,4,0.000996088,0.000333793,0.827294112,0.310356366,0.893443325,1.18065884
700,40,0.001,0.001,0.0007,4e-05,4,0.001441548,0.000482781,1.197221745,0.447381386,0.893443325,2.602606027
700,35,0.001,0.002,0.0007,3e-05,32,0.002495184,0.000742724,1.950761201,0.594029905,0.158745588,92.56214097
600,35,0.002,0.005,0.001,3e-05,8,0.001471729,0.00040994,1.174881239,0.385909594,0.351402273,92.38170121
600,40,0.001,0.002,0.001,4e-05,4,0.001021084,0.000341698,0.847958521,0.31524262,0.893443325,2.75191755
500,15,0.001,0.001,0.0007,3e-05,2,0.002247679,0.001093828,1.823885768,0.91189217,0.813451123,87.5820162
500,25,0.001,0.002,0.0007,3e-05,4,0.001466927,0.000490834,1.218216132,0.452597008,0.893443325,35.48828469
1000,30,0.001,0.002,0.0007,3e-05,2,0.002321459,0.001110051,1.850169952,0.925004388,0.813451123,87.95231605
1000,40,0.002,0.005,0.0007,4e-05,8,0.002077097,0.000586337,1.681711397,0.552266973,0.351402273,40.69790461
1000,15,0.002,0.005,0.001,3e-05,10,0.001610424,0.00045094,1.234486412,0.399633218,0.5724306,92.06445089
500,15,0.005,0.005,0.001,3e-05,16,0.001632404,0.000487759,1.265423794,0.399018751,0.143697039,93.31074014
900,40,0.005,0.005,0.0007,4e-05,10,0.002235004,0.000641966,1.759999325,0.569985488,0.5724306,92.1107877
900,15,0.005,0.001,0.001,3e-05,4,0.000986651,0.000330948,0.819480913,0.308486289,0.893443325,1.14528627
800,30,0.005,0.005,0.001,3e-05,8,0.001489398,0.000411415,1.17889727,0.387115189,0.351402273,92.353016
600,40,0.002,0.005,0.001,4e-05,4,0.001023287,0.0003424,0.849782361,0.315703952,0.893443325,2.849859888
800,30,0.001,0.005,0.001,4e-05,32,0.001809162,0.000522333,1.368520913,0.416874043,0.158745588,92.11294258
900,35,0.005,0.002,0.0007,4e-05,12,0.002301583,0.000675726,1.796721333,0.575622696,0.212852774,91.88317325
900,20,0.002,0.002,0.001,4e-05,12,0.001655258,0.000473912,1.257734373,0.402943219,0.212852774,91.95854399
700,30,0.002,0.005,0.001,3e-05,8,0.00148183,0.000410795,1.176977042,0.38655757,0.353627144,92.43342118
1000,25,0.001,0.005,0.0007,4e-05,8,0.002077754,0.000586385,1.681854029,0.552307023,0.351402273,41.44778694
600,25,0.002,0.005,0.0007,4e-05,12,0.00225715,0.000670412,1.783287773,0.571705278,0.212852774,92.86839876
700,40,0.001,0.005,0.001,3e-05,2,0.001627425,0.000773894,1.289653968,0.6447841,0.813451123,89.65864605
900,20,0.001,0.002,0.0007,3e-05,32,0.002530275,0.000746816,1.960781077,0.596985948,0.158745588,91.76663959
500,30,0.001,0.001,0.001,4e-05,2,0.001593904,0.000766546,1.277814417,0.638870448,0.813451123,89.27821614
800,20,0.002,0.002,0.001,3e-05,4,0.001004173,0.000336303,0.833978706,0.311927832,0.893443325,1.419269637
800,20,0.001,0.002,0.001,4e-05,16,0.001687287,0.000493011,1.276519459,0.402393857,0.143697039,92.09025398
400,40,0.005,0.002,0.001,3e-05,32,0.001803891,0.000542208,1.424898803,0.434468276,0.068000629,93.85246444
600,15,0.001,0.002,0.001,3e-05,32,0.001844743,0.000545606,1.432891625,0.436817918,0.068000629,93.22327073
900,40,0.005,0.002,0.001,4e-05,4,0.000993053,0.000332857,0.82478009,0.309710263,0.893443325,1.169954815
1000,30,0.005,0.005,0.0007,3e-05,2,0.002326829,0.00111271,1.854604943,0.927222414,0.813451123,88.04793423
1000,15,0.005,0.001,0.001,3e-05,16,0.001713768,0.000496149,1.283992077,0.404259829,0.143697039,91.2687073
400,20,0.001,0.001,0.001,4e-05,4,0.001011598,0.000338612,0.840097485,0.313336748,0.893443325,34.74031946
700,25,0.001,0.002,0.0007,3e-05,16,0.002326765,0.000700774,1.819305392,0.573382785,0.143697039,92.52622699
1000,25,0.005,0.001,0.001,4e-05,32,0.001836674,0.000525363,1.375814875,0.418784714,0.158745588,91.29352914
400,35,0.005,0.005,0.001,4e-05,10,0.001536282,0.000444251,1.217969917,0.394661749,0.5724306,93.30099309
1000,25,0.002,0.001,0.001,3e-05,12,0.001666304,0.000475368,1.261678587,0.40374979,0.212852774,91.69325295
1000,20,0.001,0.002,0.0007,4e-05,16,0.002372177,0.000706422,1.83246154,0.57748772,0.143697039,91.38621529
800,20,0.002,0.005,0.0007,3e-05,4,0.001442006,0.000482844,1.197616917,0.447651685,0.893443325,2.103435169
400,40,0.001,0.002,0.001,3e-05,4,0.001012126,0.000338769,0.840536258,0.313495221,0.893443325,34.763004
1000,35,0.001,0.002,0.0007,3e-05,32,0.002544276,0.000748603,1.965205506,0.598282385,0.158745588,91.41433113
800,20,0.005,0.001,0.0007,3e-05,2,0.002289251,0.001101026,1.835393397,0.917633104,0.813451123,87.93374166
1000,35,0.001,0.005,0.0007,4e-05,4,0.001418566,0.000475585,1.178230949,0.443072823,0.893443325,1.485343743
900,25,0.005,0.001,0.0007,4e-05,16,0.002360273,0.000705103,1.829560832,0.576281414,0.143697039,91.64533504
400,20,0.002,0.001,0.001,4e-05,32,0.001803844,0.000542243,1.424769142,0.43448756,0.068000629,93.88389383
600,40,0.001,0.002,0.001,4e-05,2,0.001611306,0.000770323,1.283903647,0.641912473,0.813451123,89.58024018
500,25,0.002,0.005,0.0007,3e-05,4,0.001467254,0.000490932,1.218486345,0.452657016,0.893443325,35.56538148
500,15,0.002,0.002,0.001,4e-05,4,0.001027279,0.000343704,0.853079991,0.31651933,0.893443325,24.3084474
700,15,0.002,0.001,0.001,3e-05,16,0.001672673,0.000491692,1.274164095,0.40139675,0.143697039,92.4741003
500,15,0.002,0.002,0.001,4e-05,8,0.001459778,0.000409059,1.172387316,0.385185061,0.351402273,92.21246879
500,40,0.005,0.001,0.001,4e-05,12,0.001598477,0.000468621,1.245682194,0.399154654,0.212852774,93.19830015
500,20,0.005,0.001,0.0007,3e-05,12,0.002239817,0.000668968,1.780311385,0.570260375,0.212852774,93.1701646
700,35,0.001,0.005,0.0007,3e-05,2,0.002287363,0.001104136,1.840738571,0.920312156,0.813451123,88.45126977
400,15,0.001,0.005,0.001,4e-05,16,0.001708798,0.00053023,1.382155244,0.438279153,0.374476293,93.8505559
600,30,0.005,0.002,0.001,3e-05,16,0.001653483,0.000489708,1.269693538,0.400232575,0.143697039,92.85725259
700,20,0.002,0.001,0.0007,4e-05,16,0.002327407,0.000701079,1.819900768,0.57343717,0.143697039,92.50436868
1000,15,0.005,0.005,0.0007,4e-05,2,0.002326296,0.001112443,1.85416068,0.927000293,0.813451123,88.04794386
800,20,0.001,0.005,0.001,3e-05,16,0.001687122,0.000492885,1.276352667,0.402371526,0.143697039,92.09082523
700,40,0.002,0.001,0.001,4e-05,10,0.001583425,0.00044849,1.228634479,0.397650277,0.5724306,92.66722131
500,35,0.005,0.001,0.001,3e-05,12,0.00159892,0.000468671,1.246050869,0.399165308,0.212852774,93.19851363
800,20,0.002,0.005,0.0007,3e-05,16,0.002343453,0.000702593,1.823466283,0.574821424,0.143697039,92.09718679
900,15,0.005,0.001,0.0007,4e-05,10,0.002237544,0.000642633,1.762253571,0.570160546,0.5724306,92.10206958
600,30,0.002,0.001,0.0007,4e-05,4,0.001453673,0.000486621,1.207249264,0.449803068,0.893443325,3.886590513
1000,35,0.001,0.002,0.0007,4e-05,8,0.002077463,0.000586404,1.682044006,0.552307344,0.351402273,40.62530462
800,20,0.005,0.001,0.001,3e-05,2,0.001631507,0.000771933,1.286187597,0.643044411,0.813451123,88.98772702
500,20,0.005,0.005,0.001,3e-05,10,0.001554424,0.000445706,1.221769469,0.395738999,0.5724306,93.09706978
400,15,0.001,0.005,0.001,3e-05,12,0.001574898,0.000465813,1.241167711,0.397907308,0.209710262,93.60106297
400,40,0.005,0.002,0.0007,4e-05,32,0.002536045,0.000774183,2.035096825,0.620674479,0.068000629,93.92338248
700,15,0.005,0.002,0.001,4e-05,2,0.001624239,0.000772319,1.287028163,0.643470877,0.813451123,89.44388598
800,40,0.005,0.002,0.0007,3e-05,12,0.002289858,0.000674274,1.793411099,0.574476524,0.212852774,92.17142489
1000,35,0.005,0.002,0.001,3e-05,10,0.001610697,0.000451086,1.23503253,0.399652848,0.5724306,92.01248609
700,40,0.005,0.002,0.001,4e-05,16,0.001671245,0.000491116,1.27303655,0.401343776,0.145569106,92.42043119
400,25,0.002,0.005,0.001,4e-05,2,0.001583851,0.000766881,1.278583205,0.639256787,0.813451123,89.05705487
800,30,0.005,0.002,0.001,4e-05,8,0.001488375,0.000411409,1.178897101,0.38711639,0.351402273,92.32351201
700,20,0.002,0.002,0.001,4e-05,8,0.001481682,0.000410752,1.176901784,0.386565799,0.351402273,92.42847275
400,20,0.005,0.001,0.0007,3e-05,2,0.002231435,0.00109114,1.819577822,0.909740268,0.813451123,86.6755342
800,40,0.005,0.002,0.0007,4e-05,10,0.002225611,0.000640998,1.757641706,0.56907668,0.5724306,92.30689472
600,30,0.002,0.005,0.0007,3e-05,2,0.002272085,0.001101034,1.835731672,0.91781242,0.813451123,88.27741266
700,35,0.002,0.005,0.001,4e-05,10,0.00158195,0.000448099,1.227300128,0.397546921,0.5724306,92.6747649
500,30,0.001,0.002,0.0007,3e-05,8,0.002063328,0.000584282,1.675614304,0.550338634,0.351402273,91.52940805
1000,30,0.005,0.002,0.0007,3e-05,4,0.001408433,0.000472571,1.169845443,0.441206245,0.893443325,1.452696603
900,40,0.002,0.001,0.0007,4e-05,10,0.002237972,0.000642678,1.762367011,0.570197661,0.5724306,92.1508802
800,40,0.002,0.005,0.0007,4e-05,8,0.002095664,0.00058738,1.683564866,0.553040098,0.353627144,91.95844338
700,20,0.005,0.001,0.0007,4e-05,12,0.002276169,0.000672922,1.789873596,0.573254274,0.212852774,92.48029088
900,40,0.005,0.001,0.0007,4e-05,16,0.002360273,0.000705103,1.829560832,0.576281414,0.143697039,91.64533504
900,25,0.005,0.001,0.0007,3e-05,12,0.002303908,0.00067629,1.79873216,0.575730834,0.212852774,91.87812345
1000,15,0.002,0.001,0.001,3e-05,10,0.00161222,0.000451425,1.236155186,0.399753837,0.5724306,92.05679558
400,40,0.001,0.005,0.0007,4e-05,32,0.002535961,0.000774138,2.034904468,0.620666705,0.068000629,93.96296706
900,35,0.001,0.002,0.0007,4e-05,8,0.002087103,0.000587242,1.684446113,0.553025617,0.351402273,71.15870541
500,30,0.002,0.002,0.0007,4e-05,12,0.002238174,0.000668578,1.778836933,0.570183528,0.212852774,93.21367993
800,35,0.002,0.005,0.001,4e-05,32,0.001809098,0.000522327,1.368512566,0.416870753,0.158745588,92.09235282
400,25,0.001,0.005,0.0007,4e-05,4,0.00144342,0.000483249,1.198749057,0.447781825,0.893443325,35.12222717
700,30,0.005,0.005,0.001,4e-05,16,0.001670714,0.00049124,1.272570128,0.401317577,0.143697039,92.42074282
900,15,0.002,0.002,0.0007,3e-05,32,0.002530186,0.000746807,1.960763445,0.596979353,0.158745588,91.74442624
400,30,0.001,0.005,0.0007,3e-05,4,0.001443951,0.000483412,1.199192011,0.447974372,0.893443325,35.1154412
600,15,0.002,0.005,0.0007,4e-05,8,0.00207503,0.00058535,1.677945698,0.551283475,0.353627144,91.80056111
600,15,0.005,0.005,0.001,4e-05,16,0.001652591,0.000489532,1.268932316,0.400202921,0.143697039,92.85706386
800,40,0.005,0.002,0.001,4e-05,12,0.001643907,0.000472716,1.25495082,0.402109372,0.212852774,92.19077377
1000,35,0.002,0.005,0.001,3e-05,4,0.000990891,0.000332177,0.823000681,0.309407998,0.893443325,1.023119046
900,25,0.005,0.005,0.001,4e-05,10,0.001601655,0.000450026,1.231997926,0.398975677,0.5724306,92.20445456
400,30,0.001,0.002,0.001,3e-05,12,0.001577524,0.000466761,1.241496569,0.397931827,0.212852774,93.60154266
800,15,0.002,0.005,0.001,3e-05,4,0.001007795,0.00033742,0.836977023,0.312670305,0.893443325,1.440622328
600,40,0.002,0.001,0.0007,3e-05,8,0.002077026,0.000585639,1.679664556,0.551454252,0.353627144,91.79221414
400,35,0.005,0.001,0.0007,3e-05,2,0.002231435,0.00109114,1.819577822,0.909740268,0.813451123,86.6755342
600,35,0.002,0.001,0.001,3e-05,12,0.001617102,0.000470291,1.249787579,0.400277014,0.212852774,92.88794521
800,15,0.002,0.001,0.0007,3e-05,2,0.002289382,0.001101086,1.835493088,0.917683142,0.813451123,87.99434447
700,15,0.001,0.001,0.0007,3e-05,10,0.002215958,0.000640098,1.755880131,0.568133219,0.5724306,92.57060376
700,30,0.002,0.002,0.001,4e-05,12,0.001631135,0.000471433,1.251971949,0.401219204,0.212852774,92.55703221
900,25,0.001,0.002,0.0007,4e-05,4,0.001424847,0.000477541,1.183419532,0.444203577,0.893443325,1.714643334
400,15,0.002,0.002,0.0007,3e-05,32,0.002536828,0.000774236,2.035655154,0.620686586,0.068000629,93.95488869
500,35,0.005,0.005,0.001,4e-05,16,0.00163198,0.000487717,1.265071159,0.3990131,0.143697039,93.31059803
400,40,0.001,0.001,0.001,4e-05,32,0.001803888,0.000542246,1.424774708,0.434489783,0.068000629,93.89433114
1000,20,0.001,0.001,0.001,3e-05,8,0.001472151,0.000410729,1.178135395,0.386604621,0.353627144,39.35005505
800,35,0.001,0.002,0.0007,4e-05,2,0.00229649,0.001104603,1.841357964,0.920616334,0.813451123,88.28381291
700,30,0.005,0.005,0.001,3e-05,12,0.001630762,0.000471293,1.251785121,0.401181338,0.212852774,92.50822889
600,25,0.001,0.005,0.0007,3e-05,8,0.002075807,0.000585425,1.678541749,0.55133097,0.353627144,91.81195513
500,25,0.001,0.005,0.0007,3e-05,2,0.002255822,0.001097877,1.830639971,0.915269291,0.813451123,87.86148631
500,25,0.002,0.001,0.001,4e-05,4,0.001024838,0.000342919,0.851059187,0.316013449,0.893443325,9.338102666
900,20,0.001,0.002,0.001,3e-05,8,0.001481689,0.000411319,1.179696491,0.387123147,0.351402273,71.24964858
700,15,0.005,0.002,0.0007,3e-05,4,0.001446598,0.000484325,1.201407716,0.448516334,0.893443325,2.652551208
900,30,0.002,0.002,0.0007,4e-05,4,0.001423885,0.000477245,1.182623178,0.444020591,0.893443325,1.710530451
600,25,0.002,0.005,0.001,3e-05,2,0.00161403,0.000771675,1.28615956,0.643040501,0.813451123,89.68756575
700,35,0.005,0.002,0.001,4e-05,12,0.001630909,0.000471416,1.251940729,0.401206203,0.212852774,92.50669422
900,20,0.005,0.001,0.001,4e-05,32,0.001824275,0.00052399,1.372668013,0.417883655,0.158745588,91.64729933
900,40,0.005,0.002,0.0007,3e-05,8,0.002085304,0.000587106,1.684425325,0.552895725,0.351402273,64.16139886
500,35,0.002,0.002,0.0007,3e-05,2,0.002252727,0.001096339,1.82807407,0.913986325,0.813451123,87.74476892
900,20,0.001,0.005,0.001,4e-05,16,0.001700304,0.000494301,1.279164507,0.403323709,0.143697039,91.71299156
900,15,0.005,0.002,0.001,3e-05,32,0.001824161,0.000523911,1.37251581,0.417864434,0.158745588,91.64676559
900,40,0.002,0.002,0.001,4e-05,32,0.001823985,0.000523905,1.372200958,0.417876707,0.158745588,91.71251447
500,30,0.001,0.001,0.001,3e-05,16,0.001725947,0.000531669,1.386083003,0.439242846,0.374476293,93.83463412
900,20,0.005,0.002,0.001,3e-05,32,0.001824161,0.000523911,1.37251581,0.417864434,0.158745588,91.64676559
400,20,0.005,0.005,0.0007,4e-05,10,0.002162661,0.000634378,1.740193477,0.563819581,0.5724306,93.11972548
600,20,0.005,0.005,0.001,3e-05,16,0.001653016,0.000489574,1.269285925,0.40020859,0.143697039,92.85718336
600,35,0.001,0.002,0.001,3e-05,10,0.001570238,0.000447136,1.225353497,0.396747891,0.5724306,92.91585663
900,40,0.001,0.002,0.001,4e-05,8,0.001481196,0.000411271,1.179286049,0.387093952,0.351402273,71.24927323
1000,25,0.002,0.005,0.001,4e-05,10,0.001609958,0.000450887,1.234098025,0.399616733,0.5724306,92.06427049
400,30,0.002,0.005,0.001,3e-05,12,0.001577114,0.00046665,1.241167953,0.397906099,0.212852774,93.58981605
900,30,0.005,0.005,0.001,4e-05,12,0.001654226,0.000473677,1.257043649,0.402881738,0.212852774,91.90316261
800,35,0.005,0.005,0.001,3e-05,32,0.001809331,0.000522339,1.368840836,0.41686209,0.158745588,92.03098621
400,20,0.001,0.001,0.001,4e-05,10,0.001537431,0.000444511,1.218830299,0.394742203,0.5724306,93.33723495
500,35,0.005,0.005,0.0007,3e-05,8,0.002062659,0.000584216,1.675219072,0.550276094,0.353627144,91.49069355
600,15,0.005,0.005,0.001,4e-05,10,0.001568963,0.00044693,1.224474422,0.396676165,0.5724306,92.86454064
900,20,0.002,0.005,0.001,3e-05,32,0.001824069,0.000523865,1.372237502,0.417863071,0.158745588,91.71133004
600,35,0.001,0.005,0.0007,4e-05,10,0.002198904,0.00063793,1.749441958,0.566723806,0.5724306,92.79063515
1000,15,0.005,0.002,0.0007,4e-05,2,0.002320727,0.001109699,1.849584613,0.924711117,0.813451123,87.85342414
